# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-C" "-p" "-t" "gene" "-g" "Dbxref" "-a" "../O_europaea_v1_genomic.gff" "-o" "out_featuresCount_geneID.txt" "SRR1525051" "SRR1525052" "SRR1525086" "SRR1525087" "SRR1525113" "SRR1525114" "SRR1525213" "SRR1525214" "SRR1525224" "SRR1525226" "SRR1525436" "SRR1525437" 
Geneid	SRR1525051	SRR1525052	SRR1525086	SRR1525087	SRR1525113	SRR1525114	SRR1525213	SRR1525214	SRR1525224	SRR1525226	SRR1525436	SRR1525437
111372264	109	84	18	11	67	53	19	20	16	25	18	11
111372265	1054	1087	1222	1309	1077	1060	592	561	1911	1940	2665	2579
111372266	338	341	880	903	483	478	149	157	123	105	206	174
111372267	0	0	0	0	1	0	0	0	0	0	0	0
111372268	0	0	0	0	0	0	0	0	0	0	0	0
111372269	84	83	28	35	36	30	51	55	218	186	250	273
111372270	4	6	0	0	0	2	3	1	282	245	687	745
111371985	140	117	43	46	38	52	39	37	112	107	226	210
111371895	0	1	1	5	2	1	0	0	5	11	20	13
111371986	3	2	0	0	0	1	0	0	1	0	0	0
111372271	89	84	64	76	41	44	15	22	112	87	233	231
111372272	242	258	362	400	145	179	69	62	671	636	799	883
111371987	217	203	389	409	211	250	49	57	244	260	478	484
111371988	0	1	1	0	0	0	0	0	2	1	0	0
111372273	1416	1491	1005	1095	553	468	781	860	1140	1122	1979	2028
111372274	372	338	249	220	173	163	81	84	224	218	641	649
111372275	1981	1994	2211	2369	1136	1124	439	448	1737	1728	2091	2064
111372277	0	0	0	0	0	0	0	0	0	0	0	0
111372278	245	267	272	265	296	266	53	55	285	285	430	422
111372279	97	85	269	243	188	186	21	23	103	97	320	268
111372280	977	991	1898	1911	460	490	944	872	2125	2020	8211	8127
111372281	108	118	87	67	35	17	34	29	156	175	236	236
111372283	247	248	111	138	38	38	45	38	147	145	263	259
111372282	48	55	45	50	41	58	14	31	69	74	61	58
111372284	419	475	669	717	310	263	100	135	378	420	609	623
111371989	442	450	457	506	308	307	82	79	987	979	1263	1292
111372285	12	12	1	4	8	8	2	1	15	20	36	35
111371990	879	867	1074	1144	584	579	272	273	899	864	1250	1350
111372286	551	574	7	14	526	486	99	76	1414	1435	589	594
111372287	1551	1571	1433	1510	190	242	85	92	3232	3332	221	219
111372288	1	0	0	0	0	0	0	0	36	26	13	12
111371896	0	0	0	0	0	0	0	0	3	4	1	3
111372289	1453	1474	1946	1961	1666	1574	351	330	1634	1675	1468	1476
111372290	360	364	586	600	248	261	61	72	344	338	738	781
111371897	60	44	52	46	29	28	145	139	4	4	11	7
111372292	95	98	113	101	121	125	65	76	122	101	173	222
111372293	0	0	0	0	0	0	0	0	0	0	0	0
111372291	124	127	120	112	91	77	46	32	448	453	1118	1114
111371991	0	0	0	0	0	0	0	0	0	0	0	0
111372294	71	83	47	31	29	30	64	38	206	206	455	444
111372295	294	348	93	89	45	37	79	71	287	293	495	476
111372296	475	503	639	650	482	487	153	141	409	471	695	650
111371993	0	0	0	0	0	0	0	0	0	0	0	0
111372297	111	95	26	18	41	49	35	42	72	90	175	160
111371994	5	3	2	4	0	3	0	3	5	4	2	3
111372298	472	470	144	135	276	272	191	191	221	208	164	193
111371995	69	82	19	17	64	71	35	32	44	50	118	117
111372300	525	524	309	323	169	181	114	109	204	206	373	379
111372301	184	203	24	26	64	74	46	42	99	84	65	81
111371996	0	0	0	0	0	0	0	0	0	0	0	0
111371898	0	0	0	0	0	0	0	0	0	0	0	0
111371997	552	542	811	791	620	603	280	250	562	583	710	705
111371899	0	0	1	0	0	0	0	0	2	4	13	6
111371998	0	0	0	0	1	0	0	0	0	0	0	0
111372302	71	49	281	261	169	176	28	35	578	573	451	432
111372303	1387	1370	1606	1594	558	495	201	181	1968	2167	2126	2045
111372305	46	53	61	59	11	18	3	6	20	31	77	62
111372306	3624	3571	6116	6045	3726	3657	1231	1195	3852	3826	5332	5320
111372307	406	389	773	741	491	504	101	113	559	598	974	981
111372308	149	147	36	34	84	65	22	26	47	37	46	34
111372309	0	0	4	2	1	0	1	0	0	0	1	0
111372001	0	0	0	0	1	0	0	0	0	0	0	0
111372310	13	11	6	8	3	6	2	0	574	597	1733	1796
111372311	339	388	64	59	81	80	289	279	46	50	50	47
111372002	5	2	0	2	1	0	0	0	4	3	10	7
111371900	80	74	10	15	12	16	30	22	9	11	20	16
111372312	231	191	96	141	62	55	45	41	240	262	307	279
111372314	274	322	493	474	380	403	75	74	357	304	548	571
111372316	1	2	2	3	0	0	0	1	0	3	3	4
111372315	1171	1228	689	676	600	590	177	171	1034	1045	1256	1194
111371901	6	10	11	12	1	0	12	7	0	0	1	0
111372317	2714	2859	10036	10060	6583	6514	1167	1185	1630	1559	2152	2032
111371902	12	13	53	66	7	10	1	0	3	1	3	5
111372318	157	187	297	292	206	212	83	75	264	259	447	440
111372319	390	375	501	503	274	266	200	227	434	420	576	552
111372320	598	587	894	922	477	484	130	154	1004	1045	1224	1258
111372321	2459	2305	223	192	716	670	272	228	3295	3293	1295	1295
111372322	31	39	60	41	29	26	8	7	39	44	200	177
111372323	21	16	45	52	37	21	7	6	90	118	22	20
111372325	3	8	6	10	0	2	1	1	1892	1934	1900	1873
111372326	390	404	733	775	252	268	125	85	490	457	728	714
111372324	198	198	99	123	149	158	68	46	223	250	100	86
111372327	523	532	510	553	350	357	144	139	604	563	717	694
111372328	245	246	12	11	99	91	248	267	162	169	121	117
111371903	0	0	0	0	0	0	0	0	0	0	0	0
111372329	418	435	470	484	354	368	133	128	403	427	812	831
111372330	102	93	220	191	49	64	3	0	364	348	410	420
111372331	2766	2819	101	126	44	52	28	27	483	499	1369	1321
111372003	17	18	11	6	7	6	1	4	9	10	32	37
111372455	0	0	0	0	0	0	0	0	0	0	0	0
111372332	394	448	654	692	187	194	118	137	466	476	914	950
111372453	0	0	0	0	0	0	0	0	0	0	0	0
111372333	1	2	2	6	4	7	3	1	2	2	3	5
111372334	328	327	540	523	318	332	290	286	430	444	689	623
111372335	188	157	1382	1390	468	448	110	90	221	208	575	540
111372337	455	484	545	497	261	216	113	127	613	614	1164	1149
111372336	521	498	96	69	38	47	118	127	764	805	645	666
111372339	14	13	8	13	15	17	7	5	35	33	58	54
111372341	268	249	235	255	48	52	23	22	177	153	612	584
111372340	6	3	8	15	2	3	7	5	887	840	982	992
111372004	0	0	0	0	0	0	0	0	0	0	0	0
111372342	194	222	26	24	66	58	43	41	1241	1255	1034	995
111372344	4	1	2	1	0	1	0	0	2	1	3	6
111372343	10	8	6	7	1	3	5	6	10	8	27	32
111372346	423	446	6320	6351	1083	1087	556	521	428	383	450	489
111372347	109	123	658	636	344	353	45	40	65	57	158	150
111372348	309	299	701	677	458	460	136	128	312	312	279	267
111372349	85	84	8	8	10	9	0	1	23	32	129	132
111372350	1161	1142	992	952	816	756	274	289	758	752	1066	989
111372006	0	0	0	0	0	0	0	0	0	0	2	0
111372007	1	1	0	1	0	0	0	0	1	0	0	0
111372353	43	51	82	91	65	64	34	24	75	46	99	83
111372352	20	16	48	40	24	20	2	1	30	36	49	54
111372010	23	19	9	3	20	19	1	2	0	0	0	0
111371904	53	43	24	21	31	20	7	10	0	0	0	1
111372354	360	334	7	1	88	77	48	36	116	131	567	601
111372355	385	353	407	364	162	142	123	139	873	852	859	796
111372356	526	446	613	668	689	693	151	162	528	536	684	724
111372357	312	311	411	415	264	252	109	130	319	322	544	581
111372358	110	96	29	34	37	45	32	23	98	71	759	733
111372361	298	351	130	156	48	63	126	132	323	322	935	871
111372360	956	1033	515	496	245	298	396	378	236	253	720	699
111372011	160	155	354	368	226	266	57	51	134	135	335	359
111372362	278	294	227	224	143	130	97	84	157	145	276	277
111372365	50	40	18	23	8	7	15	10	50	56	206	182
111372363	290	291	57	40	104	100	62	87	465	457	475	471
111372012	2	2	0	1	1	0	0	0	6	5	1	2
111372366	421	414	271	308	106	92	134	126	383	383	953	953
111372368	32	35	0	0	0	0	2	1	761	729	440	421
111372369	500	452	695	672	381	398	205	188	450	495	801	774
111372372	285	308	159	188	93	96	50	37	267	252	360	297
111372013	0	0	0	0	0	0	0	0	6	6	0	0
111372014	0	0	0	0	0	0	0	0	1	0	1	0
111372015	0	0	0	0	0	0	0	1	2	1	0	0
111372016	0	0	1	0	1	1	0	0	2	2	0	1
111372371	15	12	2	2	1	0	4	2	412	467	307	324
111372374	5	2	0	1	0	0	0	0	11	6	16	14
111372375	575	555	234	203	248	256	223	268	1739	1752	2234	2193
111372376	62	72	18	12	26	35	32	38	58	38	48	50
111372377	236	265	152	164	78	94	58	61	289	269	494	511
111372378	57	59	152	114	226	248	70	72	16	21	20	22
111372018	0	0	0	0	0	0	0	0	0	0	0	0
111372379	94	103	22	27	21	21	25	23	92	66	188	171
111372380	459	471	396	397	180	198	87	110	377	401	767	769
111372381	159	162	150	153	125	125	44	44	169	168	275	321
111372382	191	178	142	135	122	102	35	32	269	249	476	437
111372384	476	515	411	426	158	161	102	126	223	209	575	560
111372385	244	250	150	182	150	159	51	42	238	236	414	421
111372386	774	821	163	157	156	124	378	371	502	487	989	928
111372387	270	265	259	239	133	142	72	52	315	340	474	523
111372020	1	0	0	0	0	0	0	0	0	0	0	1
111372021	159	192	179	201	137	128	34	25	76	72	196	192
111372022	49	31	64	58	46	41	3	5	15	19	109	127
111372388	551	575	121	132	177	179	119	149	1824	1713	1699	1636
111372389	696	637	70	87	27	24	67	56	459	453	380	383
111372390	205	201	208	222	226	250	49	52	1152	1232	790	793
111372391	154	140	420	425	167	164	41	61	68	50	153	164
111372393	2314	2286	1787	1801	1396	1318	570	530	13375	13173	6111	5978
111372394	112	107	0	2	12	12	20	11	164	199	57	53
111372023	192	202	172	206	269	248	84	80	157	168	168	195
111372024	0	0	0	0	0	0	0	0	0	0	0	0
111372025	0	0	0	0	0	0	0	0	0	0	0	0
111372395	0	0	0	0	0	0	0	0	0	0	0	2
111372396	29	26	25	17	5	5	1	3	14	11	102	97
111372397	838	922	945	871	344	376	106	108	801	813	1288	1280
111372399	194	200	115	111	173	151	55	64	245	248	151	139
111372026	0	0	0	0	0	0	0	0	1	0	0	0
111372027	217	189	177	215	149	146	59	51	155	143	194	215
111372400	300	302	152	165	177	184	74	61	155	152	232	212
111372401	386	387	49	46	93	89	366	335	1016	1043	974	885
111372402	1	1	0	3	1	1	1	0	0	3	0	0
111372028	1	0	0	3	2	1	1	0	1	0	3	3
111372403	0	0	0	0	0	0	0	0	31	20	11	10
111372404	156	193	130	145	98	102	21	43	443	439	572	510
111372405	813	838	628	581	261	264	218	251	660	683	1593	1621
111372406	12	15	4	7	2	2	1	0	65	46	227	198
111372407	91	100	47	61	18	15	17	15	210	197	190	207
111372408	238	194	3	8	154	149	81	85	83	86	305	263
111372411	714	705	513	547	541	521	276	286	407	353	953	967
111372413	1	2	0	2	3	1	2	0	0	2	1	0
111372412	38	55	68	59	58	75	12	13	29	32	81	94
111372414	143	135	141	118	143	116	61	52	57	57	314	363
111372415	102	61	48	49	15	16	24	26	683	703	551	491
111372416	2	1	40	36	73	76	2	1	224	225	280	303
111372417	186	177	85	98	149	140	87	86	237	187	162	199
111372419	0	2	0	0	0	1	0	1	16	8	60	70
111372423	1368	1382	113	129	188	177	717	751	5519	5374	5469	5476
111372029	2	2	5	3	1	0	0	0	0	0	0	0
111372422	4	4	2	2	6	1	0	0	581	579	275	274
111372030	0	0	0	0	0	0	0	0	0	0	0	0
111372426	48	44	22	33	44	37	14	15	33	40	96	101
111372424	316	293	300	312	101	107	47	34	310	307	795	782
111372421	52	44	13	15	8	6	29	31	816	819	694	711
111372420	133	129	6288	6213	1044	1041	191	167	256	263	150	159
111372031	0	1	2	3	3	0	0	0	1	0	2	1
111372032	629	706	1876	1966	849	795	96	115	149	152	37	40
111372033	1	1	1	0	0	0	0	0	0	0	0	0
111372427	14	14	22	19	14	18	3	4	4	11	24	29
111372428	49	48	55	50	38	26	14	15	38	31	155	134
111372429	1458	1414	2188	2107	65	63	53	55	357	378	296	293
111371905	0	0	0	0	0	0	0	0	47	53	10	17
111372457	0	2	1	2	1	1	0	0	0	0	5	4
111372456	1	1	0	0	0	0	0	0	0	1	1	1
111372471	99	92	85	81	32	23	22	13	914	838	284	247
111372472	0	1	0	0	0	0	0	0	0	0	0	3
111372459	85	68	49	48	25	33	10	10	66	87	106	112
111372460	492	501	392	387	163	150	70	88	186	210	816	843
111372461	96	104	80	82	49	52	32	16	95	100	320	321
111372462	43	38	10	15	11	16	4	3	21	15	105	98
111372464	1036	1083	3893	3936	995	901	217	192	915	897	1507	1455
111372473	170	202	226	238	203	191	52	33	245	284	287	266
111372465	264	245	94	116	191	176	123	116	301	257	516	533
111372458	0	2	3	5	4	4	0	1	0	3	3	1
111372474	0	0	0	0	0	0	0	0	0	0	0	0
111372466	1154	1118	1136	1220	1431	1357	364	370	1566	1661	1708	1661
111372467	21	18	4	6	11	13	9	12	259	256	220	207
111372468	224	254	44	57	52	60	135	144	293	303	545	546
111372470	201	210	294	267	67	77	16	14	3	12	16	17
111372478	1	0	0	0	0	0	0	0	0	0	0	0
111372479	0	0	0	0	0	0	0	0	0	0	0	0
111372481	2	1	2	1	0	0	0	0	2	4	16	10
111372490	5	6	0	0	0	0	0	2	0	0	0	1
111372491	0	0	0	0	0	0	0	0	0	0	0	0
111372500	0	0	0	0	2	0	0	0	0	0	0	0
111372483	0	0	0	0	0	0	0	0	0	0	0	0
111372501	0	0	0	0	0	0	0	0	0	0	0	0
111372502	348	321	10	3	29	29	75	69	734	748	487	456
111372485	87	107	37	50	65	67	42	44	45	67	176	162
111372486	0	0	0	0	0	0	0	0	1	0	0	0
111372503	139	128	38	45	88	62	39	52	77	68	222	229
111372487	344	385	1530	1597	815	800	189	157	549	521	152	157
111372493	7	15	29	26	11	11	3	8	2	7	6	6
111372494	64	84	13	9	57	44	54	61	47	47	110	118
111372496	57	71	43	35	4	0	17	14	31	30	36	46
111372504	48	66	34	36	24	29	16	13	4	8	46	32
111372488	3	3	0	0	0	0	0	0	86	77	64	51
111372505	5	5	0	0	0	0	0	0	612	614	479	487
111372497	1	1	0	0	0	0	0	0	16	13	42	45
111372506	607	532	390	373	173	169	175	146	564	577	1047	1122
111372507	45	50	52	55	61	55	24	18	25	16	60	82
111372498	22	24	13	12	17	19	9	7	36	24	46	42
111372499	0	1	0	0	0	0	0	0	5	3	5	4
111372508	182	159	156	161	47	65	64	61	1	0	12	9
111372509	0	0	0	0	0	0	0	0	0	0	0	0
111372518	230	207	308	325	94	102	38	52	345	385	479	502
111372519	274	260	158	147	197	196	102	89	96	81	133	141
111372511	241	236	122	103	142	139	70	49	130	129	239	230
111372520	471	490	265	243	200	189	112	101	456	485	728	729
111372512	0	0	0	0	0	0	0	0	0	1	0	0
111372514	1298	1325	2082	2097	952	913	341	280	1979	2055	1196	1204
111372513	2	2	2	3	1	0	1	0	5	5	52	59
111372516	0	0	0	0	0	0	0	0	0	0	0	0
111372517	0	0	0	0	0	0	0	0	0	0	0	0
111372522	149	127	141	123	94	88	54	48	313	260	327	312
111372521	49	37	73	76	57	52	27	28	56	69	79	73
111372523	343	333	327	318	239	213	105	84	272	335	837	782
111372524	31	35	6	5	10	7	30	19	448	477	830	908
111372531	194	204	36	33	31	31	137	141	2	2	7	3
111372532	274	284	139	160	219	236	48	48	251	259	386	393
111372533	9	13	11	13	8	8	0	1	11	7	28	23
111372525	0	6	2	0	0	0	0	0	2	1	3	1
111372529	19	18	9	8	6	6	14	16	26	37	25	27
111372534	241	218	384	369	157	145	87	92	144	154	496	469
111372535	8	4	2	2	3	0	1	0	24	30	10	21
111372536	238	280	129	104	131	115	33	45	1058	1063	309	276
111372537	14	5	12	8	11	10	2	6	17	22	43	33
111372539	213	212	848	879	445	388	86	82	289	350	224	253
111372540	0	0	0	0	0	0	0	0	0	0	0	0
111372538	1737	1708	1044	1031	612	577	551	570	2869	2937	3412	3374
111372526	0	0	0	0	0	0	0	0	0	0	0	0
111372528	1	7	1	5	1	1	1	0	3	4	2	3
111372530	1	1	3	1	3	1	0	1	0	1	0	0
111372541	235	213	247	234	193	260	91	89	226	227	359	382
111372549	995	947	604	521	588	523	305	296	797	767	1072	1010
111372543	200	222	384	416	173	156	87	74	199	229	322	320
111372544	75	58	76	95	84	82	16	18	56	58	65	69
111372550	595	610	510	523	312	312	200	209	839	833	1044	1011
111372551	468	537	149	126	100	128	101	122	603	611	636	613
111372548	2	2	1	1	0	0	0	1	1	4	3	2
111372552	1379	1348	1260	1312	1221	1215	265	226	1462	1496	1555	1563
111372554	18	25	1300	1283	240	242	28	35	134	163	36	41
111372555	9	12	807	765	81	89	22	22	62	66	22	13
111372556	459	490	539	528	487	451	235	226	1678	1631	1262	1226
111372557	54	54	79	64	24	36	22	17	52	59	138	120
111372558	19	20	354	380	142	151	28	33	16	15	6	1
111372559	507	536	603	613	149	170	179	161	494	502	1079	1009
111372560	508	494	97	112	126	161	216	238	415	464	605	580
111372546	0	0	1	2	0	1	0	0	0	0	0	0
111372562	99	110	891	873	182	167	27	19	99	110	196	194
111372547	0	1	0	0	0	0	0	0	0	0	0	0
111372563	209	214	277	310	129	129	44	44	313	300	545	581
111372564	0	0	0	0	1	0	0	0	1	0	0	0
111372565	292	309	335	319	263	242	81	84	147	152	136	119
111372566	1	0	4	2	0	1	0	1	2	2	0	0
111372568	1	1	1	2	0	1	1	0	2	2	0	0
111372570	1	4	4	3	1	0	0	1	1	2	1	1
111372571	239	242	19	20	24	20	37	36	172	172	226	235
111372572	0	0	0	0	0	0	0	0	0	0	1	2
111372573	18702	18990	6106	6064	3123	3137	1193	1120	22084	22188	32446	31802
111372575	10965	11049	2148	2142	2110	2094	665	717	13026	12923	8811	8674
111372576	63	94	6	6	43	36	85	93	261	267	554	527
111372577	117	104	80	83	68	73	40	19	860	780	674	671
111372578	836	862	824	835	628	638	198	163	730	760	1100	1057
111372579	590	579	179	185	160	159	728	728	830	803	327	317
111372580	2100	2029	31736	32209	1095	1118	987	1002	6694	6691	3798	3733
111372581	424	407	77	82	143	170	163	175	471	446	1402	1367
111372584	130	140	123	149	131	109	33	32	271	249	471	495
111372582	180	208	175	180	184	176	97	98	232	217	572	599
111372586	1600	1628	857	833	254	311	344	359	1472	1481	1599	1690
111372585	1	0	0	2	2	1	0	0	0	0	0	0
111372588	37	32	18	8	5	4	9	3	862	864	1496	1478
111372591	0	0	0	0	0	0	0	0	0	1	0	2
111372592	3	0	0	1	0	2	0	0	0	0	2	4
111372600	3015	3115	1821	1868	1223	1234	1271	1273	4981	4865	5906	5628
111372593	312	292	223	217	170	126	126	132	225	200	385	335
111372601	4585	4563	3121	3049	2167	2133	2247	2208	1855	1989	3708	3681
111372602	898	926	1014	984	574	564	292	336	836	886	1471	1424
111372603	1502	1508	427	431	431	408	462	514	1098	1090	1902	1897
111372604	35	31	0	0	12	12	19	22	25	23	9	18
111372605	83	78	0	2	17	25	23	31	87	79	64	72
111372594	0	0	0	0	0	0	0	0	0	0	0	0
111372606	362	399	548	556	399	373	195	211	151	170	715	746
111372607	41	21	12	5	12	11	10	6	200	222	227	216
111372608	81	66	84	99	51	58	15	19	126	107	285	264
111372615	0	0	0	0	0	0	0	0	0	0	0	0
111372595	0	0	0	1	0	2	0	0	0	1	0	1
111372609	111	89	116	113	57	50	14	14	1565	1506	505	491
111372610	550	532	477	462	356	340	145	157	495	561	765	827
111372611	323	322	502	515	153	153	114	100	255	250	788	757
111372596	0	0	0	0	0	0	0	0	0	0	0	0
111372597	0	0	0	0	0	0	0	0	0	0	0	0
111372613	44	38	14	12	20	14	9	10	17	24	57	51
111372598	693	700	507	495	202	203	178	200	498	503	776	750
111372614	2690	2656	2716	2651	1764	1715	1118	1021	2199	2180	2263	2166
111372599	566	551	19	21	179	186	120	124	44	38	287	271
111372590	19	24	4	9	10	11	3	2	0	0	4	2
111372616	9	10	0	2	4	9	2	2	2	0	0	1
111372618	0	0	0	0	0	0	0	0	0	0	0	0
111372617	0	0	0	0	0	0	0	0	0	0	0	0
111372630	136	123	141	160	89	87	41	40	193	194	296	312
111372621	527	576	559	540	280	293	92	85	433	456	1017	1056
111372631	1	0	0	0	2	0	1	0	1	1	2	2
111372632	13	12	1	0	2	2	1	1	25	23	83	68
111372633	110	105	308	289	77	87	13	12	74	77	239	216
111372622	0	1	0	0	0	0	0	0	0	0	0	0
111372634	797	821	759	802	680	663	189	201	769	756	1153	1166
111372624	30	12	6	4	22	33	0	0	0	0	0	0
111372635	217	188	151	141	69	91	34	29	168	165	299	323
111372647	0	0	0	0	0	0	0	0	0	0	0	0
111372636	255	298	46	40	65	57	38	36	112	121	107	112
111372637	1	2	4	3	1	4	1	1	0	1	9	4
111372638	783	773	121	144	191	184	169	163	2147	2093	2449	2464
111372639	1496	1507	942	930	441	453	113	122	2576	2508	872	943
111372626	341	346	5	3	34	38	7	4	2	0	5	5
111372640	562	646	91	97	262	280	659	695	3141	3178	3509	3652
111372627	2	4	1	0	2	2	2	0	15	10	6	5
111372641	73	63	55	55	21	26	12	10	71	70	230	229
111372642	45	34	14	10	10	9	17	19	198	201	416	433
111372643	161	147	328	318	132	133	44	44	200	184	253	258
111372619	4	6	0	1	2	1	1	1	27	22	32	29
111372628	0	0	0	0	0	0	0	0	0	0	0	1
111372629	0	0	1	0	1	0	0	0	0	1	0	0
111372620	246	259	30	26	55	55	7	8	1	0	3	6
111372648	0	0	0	0	0	0	0	0	0	0	0	0
111372650	230	257	61	49	59	54	98	103	26	33	59	46
111372651	398	383	206	210	274	254	103	111	198	205	499	506
111372652	887	846	1072	1032	596	655	394	426	694	654	2004	1990
111372653	2	0	1	0	0	1	0	0	5	6	6	3
111372649	32	36	591	610	59	57	68	75	5	7	7	1
111372655	8	9	70	67	11	11	18	20	4	4	0	0
111372670	7	11	3	2	7	4	0	2	10	17	8	16
111372658	32	30	12	16	9	16	0	2	3	5	0	2
111372671	177	162	198	178	55	54	20	23	13	20	25	15
111372659	100	108	36	30	17	18	11	13	48	54	92	83
111372672	237	264	242	226	182	188	50	42	171	174	381	364
111372660	0	1	0	0	0	0	0	0	0	0	0	0
111372674	321	297	621	617	209	175	110	92	298	296	552	548
111372675	438	418	4	3	269	258	907	855	11	7	5	1
111372676	205	185	389	374	327	290	89	72	222	214	471	478
111372677	138	135	178	177	247	270	48	54	122	136	388	403
111372661	1481	1538	670	664	276	259	104	104	785	776	758	776
111372678	0	1	0	0	0	0	0	0	0	2	1	3
111372679	570	585	500	453	280	330	124	120	437	441	640	612
111372680	1119	1147	264	242	456	440	288	268	1139	1177	1859	1809
111372662	684	705	676	683	241	233	186	180	588	574	1322	1266
111372682	198	214	7	10	139	145	70	75	63	42	186	209
111372683	2141	2222	1279	1184	985	938	873	838	1672	1752	1796	1699
111372686	4	9	1	1	6	5	6	8	0	0	0	0
111372685	1	2	0	0	1	0	3	3	0	0	0	0
111372684	1631	1581	500	477	1318	1276	3534	3499	236	258	328	294
111372687	37	38	401	383	72	77	56	52	33	55	16	25
111372664	0	0	2	2	0	0	0	0	0	1	0	0
111372665	0	0	0	0	0	0	0	1	0	0	0	0
111372689	884	1009	276	297	88	91	162	144	863	926	1513	1519
111372667	0	2	0	0	0	0	0	0	0	0	1	0
111372690	379	386	43	40	107	87	123	112	931	1000	1115	1070
111372691	1161	1247	1325	1356	916	876	610	563	912	921	1140	1084
111372692	348	365	344	349	137	155	99	104	330	352	723	692
111372656	397	419	240	201	145	155	8	20	0	3	0	0
111372693	0	2	1	1	0	0	0	0	278	253	24	18
111372657	0	0	0	0	0	0	0	0	80	71	11	7
111372668	304	331	177	202	142	113	89	72	328	315	316	291
111372694	12	14	1	1	4	3	5	2	18	31	9	2
111372695	0	0	1	1	0	0	0	0	0	0	0	0
111372696	250	277	228	214	151	157	51	68	327	344	404	437
111372710	2	0	0	0	0	0	0	0	0	0	0	0
111372725	7	12	4	7	12	7	7	4	30951	30651	9132	9138
111372724	0	0	0	0	0	1	0	0	14	12	2	5
111372726	59	62	58	65	58	59	6	7	69	66	261	244
111372727	92	115	20	20	3	11	11	9	16	15	54	81
111372699	14	19	4	7	3	0	3	6	10	9	27	20
111372728	35	37	16	12	22	25	21	24	277	278	572	619
111372713	154	149	77	79	6	3	26	37	82	91	67	71
111372729	10	15	4	2	1	0	4	1	3	3	18	29
111372731	326	319	1129	1133	502	512	133	152	457	469	870	840
111372714	100	85	219	211	108	100	39	31	15	14	28	33
111372715	12	13	24	12	15	19	3	2	2	1	6	4
111372732	242	268	418	395	186	179	82	84	254	264	801	815
111372733	49	37	3	4	54	47	33	24	60	55	75	63
111372700	20	26	1	1	23	22	1	1	0	0	0	0
111372734	144	150	614	637	197	212	1016	1015	2	5	3	4
111372735	31	23	96	85	22	25	6	11	8512	8495	3196	3180
111372736	1	0	0	0	0	0	3	1	0	0	0	0
111372719	0	0	5	10	2	3	0	0	0	0	0	0
111372701	0	0	0	0	0	0	0	0	0	1	0	0
111372737	94	98	5569	5513	3934	4023	256	235	316	297	2495	2342
111372702	0	0	1	1	0	0	0	0	0	0	0	0
111372703	0	0	0	0	0	0	0	0	0	0	0	0
111372704	0	0	0	0	0	0	0	0	0	0	0	0
111372758	1	0	0	0	0	0	0	0	0	0	0	0
111372705	3	1	4	5	1	0	1	3	3	3	7	10
111372740	1413	1424	427	400	134	146	80	79	846	823	846	844
111372707	56	58	24	24	24	20	8	15	243	275	265	240
111372738	29	24	14	13	9	18	21	18	190	170	247	218
111372708	1	0	0	0	0	0	0	0	0	0	0	0
111372741	1687	1730	2879	2806	947	1004	470	410	2100	2125	2526	2527
111372742	103	99	26	30	24	26	98	112	8	14	12	17
111372709	0	0	0	0	0	0	0	0	0	0	0	0
111372743	325	316	588	572	427	448	78	51	42	32	136	108
111372711	0	0	0	0	0	0	0	0	0	2	0	0
111372712	528	494	178	168	160	157	195	205	186	202	250	256
111372744	87	70	38	39	38	29	23	20	105	113	344	331
111372745	889	877	458	494	337	297	211	211	878	869	1509	1510
111372746	123	122	52	53	25	21	33	36	1161	1104	1326	1340
111372718	0	0	0	0	2	0	0	0	0	0	0	0
111372757	0	0	0	0	0	0	0	0	0	0	0	0
111372747	238	254	295	340	131	150	49	60	287	297	675	746
111372748	16	14	51	85	15	16	7	6	9	6	4	5
111372720	0	0	0	0	0	0	0	0	0	0	0	0
111372749	87	101	74	103	90	83	30	28	223	224	307	367
111372750	866	860	1894	2016	850	875	325	295	1339	1339	1630	1680
111372721	31	35	1192	1098	208	194	16	18	5	8	48	35
111372752	43	40	41	28	8	15	0	3	36	43	188	185
111372753	22	33	11	12	3	4	25	20	13	9	57	37
111372754	113	102	238	222	280	278	146	158	722	716	457	404
111372755	649	679	631	638	281	297	164	173	630	624	1069	1083
111372763	115	89	58	61	26	26	78	70	53	68	118	112
111372761	36	36	1	1	15	20	0	0	15	9	19	13
111372764	671	654	425	416	320	312	292	326	1157	1173	1617	1647
111372759	0	0	0	0	0	0	0	0	0	0	0	0
111372765	284	303	221	244	114	115	43	35	228	235	919	852
111372762	0	0	0	1	0	0	0	0	0	0	0	0
111372766	19	11	25	14	11	3	0	0	11	7	32	43
111372767	69	74	147	145	53	54	14	19	98	80	241	267
111372760	18	21	9	10	10	8	6	7	1	1	3	0
111372769	39	39	10	11	15	8	16	5	20	22	44	41
111372770	73	84	59	60	52	80	26	23	80	83	243	197
111372772	106	103	4	2	56	76	61	52	42	46	45	47
111372773	1134	1123	2559	2534	1336	1267	259	272	1315	1368	1482	1479
111372774	945	959	1320	1281	812	785	454	439	1353	1398	2235	2193
111372775	676	651	55	76	205	259	86	122	6	9	17	17
111372776	421	379	1227	1226	259	243	151	152	454	399	657	682
111372777	521	566	319	319	274	308	130	138	648	717	950	963
